johnnydmad EX5 test console
Using ff6.smc as source
Playlist file is set to default.txt

press enter to continue or type:
    "chaos" to test chaotic mode
    "sfxv" to check songs for errors, sorted by longest sequence variant
    "mem" to check songs for errors, sorted by highest memory use variant
    "pool" to simulate many seeds and report the observed probability pools for each track
    "battle" to simulate many seeds and report probabilities for only battle music
    "pl FILENAME" to set FILENAME as playlist instead of default
    "dm FILENAME" to generate a test tierboss MML file including FILENAME
pool


[--------------------------------------------------] 9999/10000
[PRELUDE]:
    03.1% xg_theme            (312 / 10000)
     1.7% (46.4%) as metamorphosis
     1.3% (34.7%) as assault
     0.7% (18.9%) as grandfinale
FFT_APOPLEXY:PART1 appears in 15.0% of seeds:
     3.1% (20.8%) as savethem
     3.0% (19.8%) as bat3
     2.9% (19.3%) as bat2
     2.4% (16.2%) as battle
     1.9% (12.9%) as mboss
     1.7% (11.0%) as bat4
FFT_APOPLEXY:PART2 appears in 11.1% of seeds:
     2.4% (21.9%) as empire
     2.1% (18.8%) as fanatics
     1.9% (17.4%) as gate
     1.8% (16.6%) as umaro
     1.5% (13.8%) as catastrophe
     1.3% (11.5%) as train
FFT_APOPLEXY_VIC appears in 4.2% of seeds:
     4.2% (100.0%) as fanfare
FFT_DATA appears in 8.2% of seeds:
     3.0% (37.2%) as prelude
     2.2% (26.3%) as relm
     1.6% (19.4%) as forest
     1.4% (17.1%) as village
FFT_GAMEOVER appears in 8.6% of seeds:
     8.6% (100.0%) as death
FFT_TRISECTION appears in 11.2% of seeds:
     3.9% (34.4%) as troops
     3.6% (32.1%) as savethem
     1.8% (15.7%) as ktower
     1.2% (10.6%) as floating
     0.8% ( 7.2%) as grandfinale
FFX_BATTLE appears in 9.4% of seeds:
     5.1% (54.3%) as battle
     2.1% (22.0%) as mboss
     1.7% (17.9%) as savethem
     0.5% ( 5.5%) as bat2
     0.0% ( 0.3%) as bat3
FFX_DECISION appears in 11.4% of seeds:
     2.8% (24.5%) as martiallaw
     1.9% (16.9%) as town
     1.9% (16.7%) as relm
     1.8% (16.0%) as awakening
     1.6% (14.3%) as village
     1.3% (11.7%) as forest
FFX_LUCA appears in 8.7% of seeds:
     4.3% (49.5%) as town
     2.3% (26.6%) as spinach
     2.1% (23.9%) as relm
FZ_PORT appears in 12.1% of seeds:
     4.5% (37.0%) as falcon
     2.1% (17.7%) as magitek
     1.9% (16.0%) as serpent
     1.7% (13.9%) as mount2
     1.3% (10.6%) as floating
     0.6% ( 4.8%) as grandfinale
FZ_SILENCE appears in 9.4% of seeds:
     5.0% (53.4%) as chocobo
     2.5% (26.9%) as blackjack
     1.8% (19.7%) as johnny
FZ_WHITE1 appears in 9.0% of seeds:
     4.8% (53.0%) as chocobo
     2.2% (24.8%) as blackjack
     2.0% (22.2%) as johnny
GAROU_HOTARU appears in 4.1% of seeds:
     1.9% (47.7%) as moogles
     1.2% (30.5%) as dream
     0.9% (21.9%) as grandfinale
GAROU_HOTARU:NOBELL appears in 4.8% of seeds:
     2.9% (60.8%) as village
     1.9% (39.2%) as relm
GRAD3_DESERT appears in 2.5% of seeds:
     2.5% (100.0%) as magitek
GRAD3_MOAI appears in 8.1% of seeds:
     3.7% (45.3%) as catastrophe
     2.3% (28.2%) as phoenix
     2.1% (26.5%) as ktower
GS_TUNNEL appears in 17.3% of seeds:
     5.6% (32.6%) as fanatics
     4.0% (23.0%) as phoenix
     3.0% (17.3%) as ancient
     2.1% (11.9%) as ktower
     1.3% ( 7.7%) as dream
     1.3% ( 7.6%) as floating
GS_VENUS appears in 11.0% of seeds:
     3.4% (30.6%) as mount2
     2.4% (21.5%) as mountain
     2.1% (18.8%) as setzer
     1.9% (17.0%) as gate
     1.3% (12.1%) as floating
HM_BADEND appears in 8.7% of seeds:
     8.7% (100.0%) as death
HOMM2_SORCERESS appears in 7.1% of seeds:
     2.6% (37.5%) as dream
     2.3% (32.9%) as strago
     2.1% (29.6%) as owzer
IOG_ANKOR appears in 2.8% of seeds:
     1.5% (53.4%) as ancient
     1.3% (46.6%) as dream
IOG_BOSS appears in 9.1% of seeds:
     4.4% (48.7%) as metamorphosis
     2.2% (24.4%) as unforgiven
     1.9% (20.7%) as catastrophe
     0.6% ( 6.2%) as boss
IOG_LARAI appears in 7.0% of seeds:
     3.2% (45.9%) as ancient
     2.3% (33.0%) as umaro
     1.5% (21.1%) as train
IOG_VILLAGE appears in 5.3% of seeds:
     3.1% (58.0%) as village
     2.2% (42.0%) as town
IOG_VILLAGE:NOBIRD appears in 1.6% of seeds:
     1.6% (100.0%) as prelude
IOG_WHISPERS appears in 20.2% of seeds:
     3.4% (16.6%) as owzer
     2.9% (14.1%) as cave
     2.6% (12.8%) as forest
     1.9% ( 9.3%) as tomb
     1.8% ( 8.7%) as phoenix
     1.5% ( 7.6%) as gate
     1.5% ( 7.6%) as espers
     1.4% ( 6.7%) as ruin
     1.3% ( 6.2%) as zozo
     1.1% ( 5.2%) as dream
     1.1% ( 5.2%) as train
IOG_WHISPERS (DM) appears in 14.2% of seeds:
     4.9% (34.9%) as tier1
     4.6% (32.8%) as tier3
     4.6% (32.3%) as tier2
IOG_WOMB appears in 18.2% of seeds:
     3.5% (19.2%) as daryl
     2.9% (15.8%) as rachel
     2.8% (15.1%) as coin
     2.0% (10.9%) as awakening
     1.8% (10.0%) as espers
     1.5% ( 8.2%) as forest
     1.5% ( 8.2%) as prelude
     1.4% ( 7.9%) as tomb
     0.9% ( 4.8%) as ruin
JTS_STAGE1 appears in 21.6% of seeds:
     4.2% (19.2%) as magitek
     3.6% (16.9%) as bat3
     3.5% (16.1%) as bat2
     2.7% (12.5%) as battle
     1.9% ( 8.6%) as chocobo
     1.8% ( 8.1%) as johnny
     1.6% ( 7.4%) as mount2
     1.3% ( 6.0%) as assault
     1.1% ( 5.2%) as floating
LAGOON_SPIRITS appears in 20.0% of seeds:
     3.6% (18.3%) as cave
     2.9% (14.5%) as forest
     2.9% (14.4%) as celes
     2.0% (10.2%) as awakening
     2.0% (10.1%) as espers
     1.8% ( 9.2%) as owzer
     1.7% ( 8.6%) as ancient
     1.2% ( 6.2%) as train
     1.1% ( 5.4%) as tomb
     0.6% ( 3.2%) as ruin
LAL_BOSS appears in 12.1% of seeds:
     2.9% (23.7%) as boss
     2.5% (20.9%) as atma
     2.5% (20.7%) as dmad5
     2.2% (18.3%) as bat4
     2.0% (16.4%) as mboss
LAL_BOSS:VIC appears in 2.7% of seeds:
     2.7% (100.0%) as fanfare
LAL_LABYRINTH appears in 12.2% of seeds:
     4.0% (32.6%) as espers
     2.2% (18.2%) as gate
     1.9% (15.9%) as phoenix
     1.5% (12.7%) as zozo
     1.5% (12.2%) as train
     1.0% ( 8.4%) as dream
LAL_POGO appears in 11.2% of seeds:
     6.4% (57.4%) as veldt
     2.4% (21.7%) as umaro
     2.3% (20.8%) as mountain
LAL_PSYCHO appears in 17.2% of seeds:
     2.6% (14.9%) as bat2
     2.4% (13.9%) as mboss
     2.4% (13.9%) as engine
     2.4% (13.8%) as battle
     2.1% (12.0%) as chocobo
     1.8% (10.6%) as unforgiven
     1.8% (10.2%) as bat3
     1.1% ( 6.7%) as floating
     0.7% ( 4.0%) as grandfinale
LAL_THEME appears in 24.0% of seeds:
     5.7% (23.7%) as locke
     3.6% (14.8%) as setzer
     2.9% (11.9%) as figaro
     2.9% (11.9%) as returners
     2.7% (11.4%) as bat4
     2.2% ( 9.0%) as falcon
     1.6% ( 6.8%) as mount2
     1.5% ( 6.2%) as savethem
     1.0% ( 4.2%) as floating
LO_BATTLE appears in 20.6% of seeds:
     5.0% (24.4%) as bat2
     3.3% (15.9%) as battle
     3.0% (14.6%) as assault
     2.5% (12.4%) as bat3
     2.3% (11.2%) as bat4
     2.1% (10.1%) as umaro
     1.8% ( 8.9%) as cyan
     0.5% ( 2.5%) as grandfinale
LOTR_ARAGORN appears in 13.5% of seeds:
     4.1% (30.6%) as mountain
     3.9% (28.7%) as figaro
     3.1% (22.9%) as returners
     2.4% (17.8%) as balance
LOTR_HOBBITS appears in 9.9% of seeds:
     3.0% (30.8%) as forest
     2.5% (24.9%) as mountain
     2.4% (24.6%) as balance
     1.9% (19.6%) as strago
LU1_BATTLE appears in 10.0% of seeds:
     5.4% (54.1%) as battle
     2.4% (23.7%) as chocobo
     2.1% (21.5%) as unforgiven
     0.1% ( 0.7%) as bat2
LU1_BOSS appears in 4.7% of seeds:
     2.4% (49.9%) as boss
     1.6% (34.2%) as assault
     0.8% (15.9%) as grandfinale
LU1_FILE appears in 6.8% of seeds:
     2.8% (41.2%) as prelude
     2.2% (32.0%) as chocobo
     1.8% (26.8%) as johnny
LU1_FILE:VIC appears in 2.8% of seeds:
     2.8% (100.0%) as fanfare
LU1_FINAL appears in 13.2% of seeds:
     2.8% (21.6%) as dmad5
     2.6% (20.0%) as atma
     2.0% (15.3%) as ktower
     2.0% (15.0%) as assault
     1.9% (14.1%) as catastrophe
     1.1% ( 8.0%) as floating
     0.8% ( 6.0%) as grandfinale
LU1_MOTIF appears in 11.6% of seeds:
     5.1% (44.2%) as gau
     3.5% (30.3%) as daryl
     2.1% (17.9%) as awakening
     0.9% ( 7.6%) as ruin
LU1_PARTING appears in 14.9% of seeds:
     5.2% (34.8%) as gau
     3.4% (22.5%) as daryl
     2.9% (19.4%) as rachel
     2.0% (13.6%) as ruintown
     1.4% ( 9.7%) as prelude
LU1_PORT appears in 6.2% of seeds:
     4.0% (65.6%) as town
     2.1% (34.4%) as setzer
LU1_PROLOGUE appears in 9.2% of seeds:
     3.9% (42.6%) as catastrophe
     2.7% (29.8%) as empire
     1.5% (16.3%) as omen3
     1.0% (11.4%) as ruin
LU1_SHOPPING appears in 3.6% of seeds:
     1.9% (54.2%) as johnny
     1.7% (45.8%) as prelude
LU1_SPOILS appears in 11.1% of seeds:
     3.3% (29.3%) as daryl
     1.9% (16.8%) as awakening
     1.7% (15.2%) as forest
     1.7% (14.9%) as prelude
     1.4% (12.9%) as omen3
     1.2% (10.9%) as tomb
LU1_TOWN appears in 6.1% of seeds:
     4.5% (73.8%) as town
     1.6% (26.2%) as village
LU1_VILLAGE appears in 8.9% of seeds:
     3.0% (34.4%) as village
     2.0% (22.9%) as town
     2.0% (22.1%) as relm
     1.8% (20.5%) as ruintown
LU1_WORLD appears in 15.7% of seeds:
     4.8% (30.4%) as balance
     2.4% (15.5%) as falcon
     2.3% (14.4%) as cyan
     2.1% (13.3%) as serpent
     2.1% (13.3%) as mountain
     2.1% (13.0%) as johnny
LU2_BATTLE appears in 4.0% of seeds:
     2.8% (69.9%) as battle
     1.2% (30.1%) as bat2
LU2_BATTLE3 appears in 8.1% of seeds:
     4.1% (50.5%) as atma
     3.3% (40.3%) as dmad5
     0.7% ( 9.2%) as grandfinale
LU2_BOSS appears in 3.2% of seeds:
     2.5% (79.5%) as boss
     0.7% (20.5%) as grandfinale
LU2_CAPSULE appears in 7.7% of seeds:
     4.4% (57.0%) as spinach
     3.3% (43.0%) as what
LU2_CASTLE appears in 12.8% of seeds:
     7.0% (54.8%) as figaro
     3.2% (25.4%) as returners
     2.5% (19.8%) as cyan
LU2_CAVE appears in 6.9% of seeds:
     4.6% (66.7%) as gate
     2.3% (33.3%) as umaro
LU2_DAOS appears in 8.6% of seeds:
     3.2% (37.4%) as catastrophe
     2.8% (32.1%) as fanatics
     2.6% (30.5%) as empire
LU2_DAOS (DM) appears in 10.2% of seeds:
     3.7% (36.3%) as tier1
     3.3% (31.9%) as tier3
     3.2% (31.7%) as tier2
LU2_FANFARE appears in 3.0% of seeds:
     3.0% (100.0%) as fanfare
LU2_FORTRESS appears in 6.6% of seeds:
     2.4% (36.4%) as floating
     2.1% (32.5%) as ktower
     1.4% (20.7%) as assault
     0.7% (10.4%) as grandfinale
LU2_IRIS appears in 6.4% of seeds:
     4.0% (62.3%) as awakening
     1.4% (21.4%) as prelude
     1.0% (16.3%) as ruin
LU2_LABYRINTH appears in 17.4% of seeds:
    10.3% (59.0%) as kefka
     2.0% (11.3%) as owzer
     1.8% (10.5%) as umaro
     1.8% (10.1%) as cave
     1.6% ( 9.1%) as zozo
LU2_LEXIS appears in 11.0% of seeds:
     6.4% (58.5%) as what
     2.7% (24.6%) as gogo
     1.9% (16.9%) as moogles
LU2_MOUNTAIN appears in 22.9% of seeds:
     6.1% (26.7%) as returners
     4.7% (20.5%) as cyan
     3.8% (16.6%) as figaro
     2.5% (10.9%) as fanfare
     2.2% ( 9.8%) as engine
     2.1% ( 9.1%) as mountain
     1.5% ( 6.5%) as mount2
LU2_NARVICK appears in 26.8% of seeds:
     3.6% (13.4%) as ruintown
     3.1% (11.6%) as empire
     2.9% (11.0%) as shadow
     2.9% (11.0%) as narshe
     2.4% ( 9.0%) as martiallaw
     2.3% ( 8.4%) as cyan
     2.0% ( 7.6%) as espers
     1.8% ( 6.8%) as strago
     1.3% ( 4.9%) as zozo
     1.2% ( 4.7%) as omen3
     1.2% ( 4.5%) as forest
     0.9% ( 3.6%) as ruin
     0.9% ( 3.6%) as tomb
LU2_PARTING appears in 15.7% of seeds:
     6.0% (38.4%) as rachel
     3.5% (22.1%) as coin
     2.4% (15.4%) as gau
     2.1% (13.2%) as awakening
     1.7% (10.9%) as ruintown
LU2_PEACE appears in 7.3% of seeds:
     3.9% (53.9%) as awakening
     2.0% (27.8%) as relm
     1.3% (18.3%) as prelude
LU2_PORT appears in 5.7% of seeds:
     4.1% (71.9%) as town
     1.6% (28.1%) as village
LU2_PRIPHEA appears in 13.6% of seeds:
     3.8% (27.7%) as relm
     3.5% (25.9%) as daryl
     3.2% (23.7%) as rachel
     1.6% (11.6%) as ruintown
     1.5% (11.1%) as village
LU2_SAVIOR appears in 14.7% of seeds:
     4.3% (29.4%) as metamorphosis
     2.6% (17.9%) as bat4
     2.2% (15.0%) as mboss
     2.2% (14.9%) as dmad5
     1.5% ( 9.9%) as savethem
     1.2% ( 8.4%) as floating
     0.7% ( 4.6%) as grandfinale
LU2_SLEEP appears in 9.8% of seeds:
     9.8% (100.0%) as sleep
LU2_SUBMARINE appears in 9.5% of seeds:
     2.9% (30.8%) as prelude
     2.1% (22.5%) as cave
     2.0% (20.9%) as espers
     1.3% (14.1%) as tomb
     1.1% (11.8%) as ruin
LU2_TOWER appears in 9.2% of seeds:
     7.5% (81.3%) as troops
     1.7% (18.7%) as mount2
LU2_TOWN appears in 5.2% of seeds:
     3.0% (57.4%) as village
     2.2% (42.6%) as town
LU2_TURRET appears in 6.3% of seeds:
     3.5% (54.7%) as savethem
     1.7% (26.7%) as mount2
     1.2% (18.6%) as floating
LU2_VILLAGE appears in 3.0% of seeds:
     3.0% (100.0%) as village
LU2_VOID appears in 9.4% of seeds:
     6.0% (64.0%) as troops
     1.9% (19.8%) as umaro
     1.5% (16.2%) as catastrophe
LU2_VOID (DM) appears in 16.5% of seeds:
     5.9% (35.8%) as tier2
     5.5% (33.4%) as tier1
     5.1% (30.8%) as tier3
LU2_WORLD appears in 12.6% of seeds:
     4.9% (38.4%) as balance
     2.3% (18.4%) as mountain
     2.0% (16.1%) as awakening
     2.0% (16.1%) as serpent
     1.4% (11.0%) as forest
MET3_BRAIN appears in 6.3% of seeds:
     4.0% (63.3%) as metamorphosis
     1.7% (26.9%) as catastrophe
     0.6% ( 9.8%) as grandfinale
MET3_BRAIN (DM) appears in 8.1% of seeds:
     2.8% (34.4%) as tier2
     2.8% (34.1%) as tier1
     2.5% (31.5%) as tier3
MET3_CRATERIA appears in 13.9% of seeds:
     5.5% (39.6%) as fanatics
     1.9% (13.8%) as gate
     1.6% (11.5%) as zozo
     1.5% (10.7%) as tomb
     1.4% ( 9.7%) as train
     1.2% ( 8.6%) as dream
     0.9% ( 6.1%) as ruin
MET3_LOWERNORFAIR appears in 13.3% of seeds:
     3.5% (26.4%) as phoenix
     3.0% (22.5%) as empire
     2.7% (20.3%) as fanatics
     1.9% (14.3%) as gate
     1.3% (10.0%) as train
     0.9% ( 6.5%) as ruin
MET3_PLANTS appears in 10.6% of seeds:
     4.9% (46.5%) as engine
     2.5% (23.4%) as magitek
     2.0% (18.8%) as umaro
     1.2% (11.4%) as dream
MET3_SURFACE appears in 26.2% of seeds:
     3.3% (12.7%) as troops
     3.1% (11.8%) as shadow
     2.9% (11.2%) as assault
     2.9% (11.1%) as ancient
     2.9% (11.0%) as returners
     2.8% (10.5%) as empire
     2.5% ( 9.5%) as omen3
     2.1% ( 7.8%) as cyan
     1.8% ( 6.8%) as phoenix
     1.2% ( 4.5%) as tomb
     0.8% ( 3.0%) as ruin
MG64_MENU appears in 9.7% of seeds:
     3.7% (38.3%) as moogles
     2.5% (25.7%) as chocobo
     2.1% (21.2%) as johnny
     1.4% (14.7%) as village
MI_SCUMMBAR appears in 21.8% of seeds:
     4.3% (20.0%) as spinach
     2.9% (13.4%) as what
     2.8% (13.0%) as shadow
     2.5% (11.6%) as martiallaw
     2.3% (10.6%) as gogo
     2.0% ( 9.2%) as strago
     1.7% ( 7.9%) as johnny
     1.7% ( 7.6%) as moogles
     1.4% ( 6.6%) as prelude
MM2_METAL appears in 12.4% of seeds:
     4.8% (38.8%) as magitek
     2.3% (18.5%) as bat2
     2.1% (16.8%) as engine
     1.7% (13.3%) as bat3
     1.6% (12.7%) as mount2
MMX3_SEAHORSE appears in 6.1% of seeds:
     2.2% (35.5%) as phoenix
     2.2% (35.3%) as johnny
     1.8% (29.2%) as bat4
MMX3_ZERO:VIC appears in 3.5% of seeds:
     3.5% (100.0%) as fanfare
MMX_PROLOGUE appears in 19.1% of seeds:
     2.2% (11.8%) as mboss
     2.2% (11.6%) as blackjack
     2.2% (11.3%) as magitek
     2.0% (10.4%) as unforgiven
     2.0% (10.3%) as chocobo
     1.8% ( 9.6%) as johnny
     1.7% ( 8.7%) as bat2
     1.6% ( 8.4%) as assault
     1.5% ( 7.9%) as mount2
     1.1% ( 5.5%) as floating
     0.8% ( 4.4%) as grandfinale
MOTHER2_BUS appears in 7.5% of seeds:
     3.8% (50.5%) as johnny
     2.3% (30.8%) as chocobo
     1.4% (18.7%) as zozo
NG3_DEFEAT appears in 14.3% of seeds:
     3.0% (21.0%) as celes
     2.7% (19.0%) as shadow
     1.8% (12.4%) as espers
     1.5% (10.7%) as omen3
     1.5% (10.2%) as zozo
     1.4% (10.0%) as ancient
     1.2% ( 8.4%) as train
     1.2% ( 8.3%) as tomb
OB_BATTLE appears in 24.6% of seeds:
     4.7% (19.0%) as battle
     3.6% (14.7%) as metamorphosis
     3.0% (12.1%) as bat2
     2.8% (11.3%) as bat3
     2.1% ( 8.5%) as mboss
     1.8% ( 7.3%) as serpent
     1.8% ( 7.3%) as unforgiven
     1.8% ( 7.3%) as boss
     1.6% ( 6.6%) as bat4
     1.4% ( 5.8%) as assault
OB_THUNDER appears in 9.2% of seeds:
     3.5% (37.4%) as savethem
     3.4% (36.6%) as locke
     2.4% (26.0%) as cyan
OMF_DESERT appears in 12.0% of seeds:
     4.8% (40.0%) as magitek
     2.5% (21.2%) as bat2
     2.3% (19.0%) as engine
     1.8% (15.0%) as bat3
     0.6% ( 4.8%) as boss
OT_CLIFTLANDS appears in 22.4% of seeds:
     5.3% (23.5%) as gau
     3.0% (13.3%) as shadow
     2.1% ( 9.5%) as balance
     1.9% ( 8.4%) as mountain
     1.9% ( 8.3%) as ruintown
     1.7% ( 7.6%) as relm
     1.6% ( 7.1%) as cave
     1.4% ( 6.4%) as omen3
     1.4% ( 6.1%) as forest
     1.1% ( 5.1%) as tomb
     1.0% ( 4.6%) as dream
OT_OASIS appears in 14.8% of seeds:
     3.5% (23.9%) as ruintown
     3.2% (21.5%) as village
     2.5% (17.0%) as gau
     2.0% (13.6%) as strago
     1.9% (12.9%) as relm
     1.7% (11.2%) as town
OT_SAINTSBRIDGE appears in 7.0% of seeds:
     3.0% (42.6%) as village
     2.1% (29.7%) as town
     1.9% (27.7%) as relm
OT_STILLSNOW appears in 10.5% of seeds:
     7.3% (69.3%) as narshe
     1.8% (17.1%) as ruintown
     1.4% (13.6%) as omen3
OT_SUNSHADE appears in 16.7% of seeds:
     6.2% (37.0%) as shadow
     3.2% (19.1%) as narshe
     2.9% (17.5%) as zozo
     2.5% (14.9%) as martiallaw
     1.9% (11.5%) as spinach
OT_TREASURE appears in 13.7% of seeds:
     4.3% (31.3%) as bat2
     2.5% (18.5%) as bat4
     2.2% (16.5%) as mboss
     2.0% (14.9%) as unforgiven
     1.9% (13.8%) as bat3
     0.7% ( 5.0%) as grandfinale
PFWOTR_WARCAMP appears in 8.7% of seeds:
     5.1% (58.7%) as cyan
     2.2% (25.8%) as falcon
     1.4% (15.5%) as omen3
PFWOTR_WARCAMP:NOINTRO appears in 2.3% of seeds:
     1.6% (68.1%) as savethem
     0.7% (31.9%) as grandfinale
PKMNRSE_FALLARBOR appears in 12.2% of seeds:
     4.4% (36.2%) as strago
     2.4% (19.3%) as spinach
     2.1% (17.2%) as town
     1.9% (15.7%) as relm
     1.4% (11.5%) as village
PKMNRSE_ROUTE101 appears in 7.1% of seeds:
     3.5% (48.5%) as moogles
     2.2% (30.8%) as relm
     1.5% (20.7%) as village
PTSK_LEVEL5 appears in 11.4% of seeds:
     4.8% (41.7%) as spinach
     3.2% (27.7%) as narshe
     2.1% (18.7%) as strago
     1.4% (12.0%) as zozo
PW_CORNERED appears in 14.3% of seeds:
     4.3% (30.5%) as metamorphosis
     2.9% (20.6%) as bat2
     2.3% (16.0%) as mboss
     2.0% (14.3%) as engine
     1.8% (12.6%) as bat4
     0.9% ( 6.0%) as grandfinale
RD_SUMMER appears in 26.2% of seeds:
     6.1% (23.3%) as daryl
     2.8% (10.7%) as coin
     2.7% (10.5%) as rachel
     2.6% (10.1%) as omen3
     2.5% ( 9.6%) as celes
     2.4% ( 9.2%) as tomb
     2.1% ( 8.0%) as espers
     1.8% ( 6.8%) as ruintown
     1.6% ( 5.9%) as forest
     0.9% ( 3.3%) as dream
     0.7% ( 2.6%) as ruin
RO_LABYRINTH appears in 8.0% of seeds:
     2.3% (28.7%) as tomb
     1.8% (23.2%) as cave
     1.6% (20.3%) as ancient
     1.4% (17.5%) as train
     0.8% (10.4%) as ruin
RS1_BATTLE appears in 13.0% of seeds:
     2.7% (20.5%) as battle
     2.2% (17.0%) as unforgiven
     2.0% (15.6%) as serpent
     1.9% (14.6%) as johnny
     1.8% (14.2%) as mount2
     1.6% (12.4%) as savethem
     0.7% ( 5.6%) as grandfinale
RS1_INN appears in 9.8% of seeds:
     9.8% (100.0%) as sleep
RS2_HEROES appears in 4.9% of seeds:
     2.3% (46.3%) as boss
     1.7% (35.4%) as catastrophe
     0.9% (18.3%) as grandfinale
RS2_INN appears in 10.3% of seeds:
    10.3% (100.0%) as sleep
RS3_DEVIL2 appears in 8.0% of seeds:
     3.0% (37.2%) as dmad5
     2.8% (35.6%) as fanatics
     1.4% (17.9%) as atma
     0.7% ( 9.3%) as grandfinale
RS3_GETPET appears in 8.0% of seeds:
     3.3% (41.4%) as veldt
     2.5% (31.3%) as umaro
     2.2% (27.3%) as metamorphosis
RS3_GWAIN appears in 18.5% of seeds:
     5.7% (31.0%) as fanatics
     4.0% (21.9%) as phoenix
     2.3% (12.5%) as umaro
     2.0% (10.7%) as ktower
     1.7% ( 9.3%) as assault
     1.6% ( 8.7%) as catastrophe
     1.1% ( 5.9%) as dream
RS3_JULIAN appears in 8.8% of seeds:
     2.3% (26.1%) as chocobo
     2.1% (23.4%) as johnny
     1.5% (17.3%) as village
     1.5% (17.1%) as prelude
     1.4% (16.1%) as forest
RS3_SARAH appears in 16.2% of seeds:
     3.3% (20.2%) as ruintown
     3.1% (18.9%) as daryl
     3.0% (18.6%) as coin
     3.0% (18.3%) as celes
     2.6% (16.2%) as gau
     1.3% ( 7.8%) as prelude
RS3_UNDERWATER appears in 13.6% of seeds:
     3.1% (23.1%) as narshe
     3.0% (22.3%) as ancient
     2.0% (14.5%) as espers
     1.7% (12.7%) as cave
     1.5% (10.8%) as omen3
     1.2% ( 9.1%) as tomb
     1.0% ( 7.3%) as dream
RSMS_BATTLE appears in 15.6% of seeds:
     4.2% (27.0%) as bat2
     4.1% (26.2%) as bat3
     3.4% (21.9%) as battle
     2.0% (13.0%) as mboss
     1.9% (11.9%) as unforgiven
RTREK_WORLD appears in 7.6% of seeds:
     3.6% (47.6%) as awakening
     2.1% (27.9%) as relm
     1.9% (24.5%) as ruintown
SAGA3_RUINS appears in 9.9% of seeds:
     3.2% (32.3%) as zozo
     2.2% (22.7%) as espers
     1.9% (19.6%) as cave
     1.3% (12.9%) as dream
     1.2% (12.6%) as tomb
SD1_BOSS appears in 21.9% of seeds:
     2.8% (12.9%) as boss
     2.6% (11.8%) as dmad5
     2.5% (11.3%) as bat4
     2.4% (10.7%) as mboss
     2.1% ( 9.8%) as magitek
     2.0% ( 9.1%) as floating
     1.9% ( 8.6%) as unforgiven
     1.8% ( 8.0%) as engine
     1.8% ( 8.0%) as atma
     1.6% ( 7.3%) as ktower
     0.5% ( 2.5%) as grandfinale
SD1S_COURAGE appears in 16.2% of seeds:
     3.5% (21.6%) as bat3
     3.1% (19.4%) as savethem
     2.6% (15.9%) as boss
     2.4% (14.6%) as bat4
     2.1% (12.8%) as atma
     2.0% (12.1%) as mboss
     0.6% ( 3.7%) as grandfinale
SD1S_DECISION appears in 25.0% of seeds:
     5.5% (21.8%) as empire
     3.2% (12.7%) as narshe
     2.6% (10.5%) as shadow
     2.5% (10.1%) as gau
     2.5% (10.1%) as tomb
     2.2% ( 9.0%) as train
     1.9% ( 7.7%) as owzer
     1.7% ( 6.9%) as phoenix
     1.5% ( 6.0%) as ruin
     1.4% ( 5.5%) as ancient
SD1S_FATE appears in 18.2% of seeds:
     3.2% (17.6%) as ruintown
     3.1% (17.3%) as narshe
     3.0% (16.5%) as empire
     2.6% (14.4%) as celes
     2.0% (11.0%) as ruin
     1.6% ( 8.5%) as forest
     1.4% ( 7.9%) as omen3
     1.2% ( 6.8%) as train
SD1S_FIELD appears in 11.9% of seeds:
     4.1% (34.6%) as falcon
     3.4% (28.9%) as savethem
     2.2% (18.8%) as battle
     1.5% (12.3%) as mount2
     0.7% ( 5.5%) as grandfinale
SD1S_RISINGSUN appears in 21.1% of seeds:
     4.9% (23.3%) as celes
     3.4% (16.3%) as ruintown
     3.1% (14.9%) as rachel
     2.4% (11.2%) as gau
     2.2% (10.3%) as martiallaw
     2.1% (10.0%) as relm
     1.6% ( 7.6%) as awakening
     1.4% ( 6.5%) as forest
SD2_8BELLS appears in 19.7% of seeds:
     3.1% (15.9%) as narshe
     2.0% (10.1%) as gate
     1.9% ( 9.8%) as phoenix
     1.8% ( 9.4%) as espers
     1.6% ( 8.2%) as awakening
     1.6% ( 8.2%) as cave
     1.4% ( 7.3%) as omen3
     1.4% ( 7.3%) as ancient
     1.4% ( 7.1%) as train
     1.3% ( 6.5%) as dream
     1.0% ( 5.1%) as tomb
     1.0% ( 5.0%) as ruin
SD2_ALLY appears in 10.4% of seeds:
    10.4% (100.0%) as sleep
SD2_ALWAYS appears in 19.6% of seeds:
     4.2% (21.5%) as relm
     3.3% (16.8%) as moogles
     2.9% (14.9%) as village
     2.5% (12.9%) as gogo
     2.3% (11.9%) as spinach
     2.3% (11.7%) as chocobo
     2.0% (10.3%) as town
SD2_ANGEL appears in 16.1% of seeds:
     5.9% (36.9%) as rachel
     5.9% (36.5%) as celes
     3.0% (18.7%) as omen3
     1.3% ( 7.9%) as tomb
SD2_BOSS appears in 5.3% of seeds:
     2.3% (43.8%) as metamorphosis
     2.2% (40.4%) as unforgiven
     0.7% (13.9%) as grandfinale
     0.1% ( 1.9%) as atma
SD2_CITY appears in 16.8% of seeds:
     5.1% (30.0%) as martiallaw
     4.3% (25.4%) as town
     3.7% (22.2%) as relm
